RunNumber,BeamType,Nevents,Size,Config,Date,Time,VBB_Won-250um,ITHR_Won-250um,VCASN_Won-250um,THRe_Won-250um
run292215166_210721045914.raw,120 GeV hardons,302199,185.8MB,W-chip-conf-6.conf,21.07.21,4:59,0,51,56,103
run292215167_210721050528.raw,120 GeV hardons,300791,184.9MB,W-chip-conf-6.conf,21.07.21,5:05,0,51,56,103
run292215168_210721051132.raw,120 GeV hardons,304775,187.4MB,W-chip-conf-6.conf,21.07.21,5:11,0,51,56,103
run292215169_210721051759.raw,120 GeV hardons,307022,188.7MB,W-chip-conf-6.conf,21.07.21,5:17,0,51,56,103
run292215170_210721052427.raw,120 GeV hardons,305418,187.8MB,W-chip-conf-6.conf,21.07.21,5:24,0,51,56,103
run292215171_210721053041.raw,120 GeV hardons,300448,184.7MB,W-chip-conf-6.conf,21.07.21,5:30,0,51,56,103
run292215172_210721053714.raw,120 GeV hardons,302245,185.8MB,W-chip-conf-6.conf,21.07.21,5:37,0,51,56,103
run292215173_210721054353.raw,120 GeV hardons,301579,185.4MB,W-chip-conf-6.conf,21.07.21,5:43,0,51,56,103
run292215174_210721055007.raw,120 GeV hardons,301984,185.7MB,W-chip-conf-6.conf,21.07.21,5:50,0,51,56,103
run292215175_210721055611.raw,120 GeV hardons,302302,185.9MB,W-chip-conf-6.conf,21.07.21,5:56,0,51,56,103
run292215176_210721060225.raw,120 GeV hardons,300779,184.9MB,W-chip-conf-6.conf,21.07.21,6:02,0,51,56,103
run292215177_210721060849.raw,120 GeV hardons,303895,186.8MB,W-chip-conf-6.conf,21.07.21,6:08,0,51,56,103
run292215178_210721061453.raw,120 GeV hardons,305251,187.7MB,W-chip-conf-6.conf,21.07.21,6:14,0,51,56,103
run292215179_210721062347.raw,120 GeV hardons,301731,185.5MB,W-chip-conf-6.conf,21.07.21,6:23,0,51,56,103
run292215180_210721063001.raw,120 GeV hardons,305624,187.9MB,W-chip-conf-6.conf,21.07.21,6:30,0,51,56,103
run292215181_210721063625.raw,120 GeV hardons,302578,186.0MB,W-chip-conf-6.conf,21.07.21,6:36,0,51,56,103
run292215182_210721064229.raw,120 GeV hardons,300985,185.1MB,W-chip-conf-6.conf,21.07.21,6:42,0,51,56,103
run292215183_210721064844.raw,120 GeV hardons,307075,188.8MB,W-chip-conf-6.conf,21.07.21,6:48,0,51,56,103
run292215184_210721065457.raw,120 GeV hardons,302486,186.0MB,W-chip-conf-6.conf,21.07.21,6:54,0,51,56,103
run292215185_210721070512.raw,120 GeV hardons,302682,186.1MB,W-chip-conf-6.conf,21.07.21,7:05,0,51,56,103
run292215186_210721071156.raw,120 GeV hardons,311576,191.6MB,W-chip-conf-6.conf,21.07.21,7:11,0,51,56,103
run292215187_210721071830.raw,120 GeV hardons,302654,186.1MB,W-chip-conf-6.conf,21.07.21,7:18,0,51,56,103
run292215188_210721072504.raw,120 GeV hardons,16803,8.9MB,W-chip-conf-6.conf,21.07.21,7:25,0,51,56,103
run292215189_210721090953.raw,120 GeV hardons,21,130.8KB,W-chip-conf-6.conf,21.07.21,9:09,0,51,56,103
run294143032_210722143037.raw,120 GeV hardons (mixing Nucleon),306373,184.4MB,W-chip-conf-6.conf,21.07.22,14:30,0,51,56,103
run294143033_210722162506.raw,120 GeV hardons (mixing Nucleon),309394,186.6MB,W-chip-conf-6.conf,21.07.22,16:25,0,51,56,103
run294143034_210722184937.raw,120 GeV hardons (mixing Nucleon),301855,183.2MB,W-chip-conf-6.conf,21.07.22,18:49,0,51,56,103
run294143035_210722191844.raw,120 GeV hardons (mixing Nucleon),309415,185.4MB,W-chip-conf-6.conf,21.07.22,19:18,0,51,56,103
run294143036_210722223758.raw,120 GeV hardons (mixing Nucleon),303605,184.8MB,W-chip-conf-6.conf,21.07.22,22:37,0,51,56,103
run294143037_210722225012.raw,120 GeV hardons (mixing Nucleon),303541,184.7MB,W-chip-conf-6.conf,21.07.22,22:50,0,51,56,103
run294143038_210722230309.raw,120 GeV hardons (mixing Nucleon),302511,184.1MB,W-chip-conf-6.conf,21.07.22,23:03,0,51,56,103
run294143039_210722231605.raw,120 GeV hardons (mixing Nucleon),300970,183.1MB,W-chip-conf-6.conf,21.07.22,23:16,0,51,56,103
run294143040_210722232809.raw,120 GeV hardons (mixing Nucleon),302303,184.0MB,W-chip-conf-6.conf,21.07.22,23:28,0,51,56,103
run294143041_210722234023.raw,120 GeV hardons (mixing Nucleon),302321,183.9MB,W-chip-conf-6.conf,21.07.22,23:40,0,51,56,103
run294143042_210722235458.raw,120 GeV hardons (mixing Nucleon),301712,183.5MB,W-chip-conf-6.conf,21.07.22,23:54,0,51,56,103
run294143043_210723001303.raw,120 GeV hardons (mixing Nucleon),302578,184.1MB,W-chip-conf-6.conf,21.07.23,0:13,0,51,56,103
run294143044_210723002527.raw,120 GeV hardons (mixing Nucleon),301691,183.6MB,W-chip-conf-6.conf,21.07.23,0:25,0,51,56,103
run294143045_210723003701.raw,120 GeV hardons (mixing Nucleon),301635,183.5MB,W-chip-conf-6.conf,21.07.23,0:37,0,51,56,103
run294143046_210723004906.raw,120 GeV hardons (mixing Nucleon),301406,183.4MB,W-chip-conf-6.conf,21.07.23,0:49,0,51,56,103
run294143047_210723010130.raw,120 GeV hardons (mixing Nucleon),302362,184.0MB,W-chip-conf-6.conf,21.07.23,1:01,0,51,56,103
run294143048_210723011304.raw,120 GeV hardons (mixing Nucleon),305284,185.7MB,W-chip-conf-6.conf,21.07.23,1:13,0,51,56,103
run294143049_210723012919.raw,120 GeV hardons (mixing Nucleon),302304,183.9MB,W-chip-conf-6.conf,21.07.23,1:29,0,51,56,103
run294143050_210723014234.raw,120 GeV hardons (mixing Nucleon),304863,185.4MB,W-chip-conf-6.conf,21.07.23,1:42,0,51,56,103
run294143051_210723015908.raw,120 GeV hardons (mixing Nucleon),303085,184.4MB,W-chip-conf-6.conf,21.07.23,1:59,0,51,56,103
run294143052_210723021052.raw,120 GeV hardons (mixing Nucleon),303379,184.6MB,W-chip-conf-6.conf,21.07.23,2:10,0,51,56,103
run294143053_210723022406.raw,120 GeV hardons (mixing Nucleon),302060,183.8MB,W-chip-conf-6.conf,21.07.23,2:24,0,51,56,103
run294143054_210723023742.raw,120 GeV hardons (mixing Nucleon),302768,184.0MB,W-chip-conf-6.conf,21.07.23,2:37,0,51,56,103
run294143055_210723030558.raw,120 GeV hardons (mixing Nucleon),301900,183.7MB,W-chip-conf-6.conf,21.07.23,3:05,0,51,56,103
run294143056_210723031902.raw,120 GeV hardons (mixing Nucleon),301104,183.2MB,W-chip-conf-6.conf,21.07.23,3:19,0,51,56,103
run294143057_210723033147.raw,120 GeV hardons (mixing Nucleon),302032,183.8MB,W-chip-conf-6.conf,21.07.23,3:31,0,51,56,103
run294143058_210723034522.raw,120 GeV hardons (mixing Nucleon),301322,183.3MB,W-chip-conf-6.conf,21.07.23,3:45,0,51,56,103
run294143059_210723040046.raw,120 GeV hardons (mixing Nucleon),300834,183.0MB,W-chip-conf-6.conf,21.07.23,4:00,0,51,56,103
run294143060_210723041401.raw,120 GeV hardons (mixing Nucleon),302079,183.8MB,W-chip-conf-6.conf,21.07.23,4:14,0,51,56,103
run294143061_210723042615.raw,120 GeV hardons (mixing Nucleon),304092,185.0MB,W-chip-conf-6.conf,21.07.23,4:26,0,51,56,103
run294143062_210723043809.raw,120 GeV hardons (mixing Nucleon),303140,184.4MB,W-chip-conf-6.conf,21.07.23,4:38,0,51,56,103
run294143063_210723045043.raw,120 GeV hardons (mixing Nucleon),302230,183.9MB,W-chip-conf-6.conf,21.07.23,4:50,0,51,56,103
run294143064_210723050218.raw,120 GeV hardons (mixing Nucleon),301013,183.2MB,W-chip-conf-6.conf,21.07.23,5:02,0,51,56,103
run294143065_210723051442.raw,120 GeV hardons (mixing Nucleon),304904,185.5MB,W-chip-conf-6.conf,21.07.23,5:14,0,51,56,103
run294143066_210723052710.raw,120 GeV hardons (mixing Nucleon),303104,184.5MB,W-chip-conf-6.conf,21.07.23,5:27,0,51,56,103
run294143067_210723053906.raw,120 GeV hardons (mixing Nucleon),302172,183.9MB,W-chip-conf-6.conf,21.07.23,5:39,0,51,56,103
run294143068_210723055054.raw,120 GeV hardons (mixing Nucleon),303963,185.0MB,W-chip-conf-6.conf,21.07.23,5:50,0,51,56,103
run294143069_210723060259.raw,120 GeV hardons (mixing Nucleon),302844,184.3MB,W-chip-conf-6.conf,21.07.23,6:02,0,51,56,103
run294143070_210723061605.raw,120 GeV hardons (mixing Nucleon),303561,184.7MB,W-chip-conf-6.conf,21.07.23,6:16,0,51,56,103
run294143071_210723062819.raw,120 GeV hardons (mixing Nucleon),303334,184.6MB,W-chip-conf-6.conf,21.07.23,6:28,0,51,56,103
run294143072_210723064033.raw,120 GeV hardons (mixing Nucleon),303210,184.5MB,W-chip-conf-6.conf,21.07.23,6:40,0,51,56,103
run294143073_210723065248.raw,120 GeV hardons (mixing Nucleon),306434,186.5MB,W-chip-conf-6.conf,21.07.23,6:52,0,51,56,103
run294143074_210723070452.raw,120 GeV hardons (mixing Nucleon),304551,185.3MB,W-chip-conf-6.conf,21.07.23,7:04,0,51,56,103
run294143075_210723071608.raw,120 GeV hardons (mixing Nucleon),303305,184.6MB,W-chip-conf-6.conf,21.07.23,7:16,0,51,56,103
run294143076_210723072724.raw,120 GeV hardons (mixing Nucleon),301176,183.3MB,W-chip-conf-6.conf,21.07.23,7:27,0,51,56,103
run294143077_210723073840.raw,120 GeV hardons (mixing Nucleon),300869,183.1MB,W-chip-conf-6.conf,21.07.23,7:38,0,51,56,103
run294143078_210723074945.raw,120 GeV hardons (mixing Nucleon),303102,184.4MB,W-chip-conf-6.conf,21.07.23,7:49,0,51,56,103
run294143079_210723080209.raw,120 GeV hardons (mixing Nucleon),301182,183.3MB,W-chip-conf-6.conf,21.07.23,8:02,0,51,56,103
run294143080_210723081333.raw,120 GeV hardons (mixing Nucleon),317007,188.5MB,W-chip-conf-6.conf,21.07.23,8:13,0,51,56,103
run294143081_210723133003.raw,120 GeV hardons (mixing Nucleon),302860,184.1MB,W-chip-conf-6.conf,21.07.23,13:30,0,51,56,103
run294143082_210723134438.raw,120 GeV hardons (mixing Nucleon),301970,183.6MB,W-chip-conf-6.conf,21.07.23,13:44,0,51,56,103
run294143083_210723135952.raw,120 GeV hardons (mixing Nucleon),305905,184.5MB,W-chip-conf-6.conf,21.07.23,13:59,0,51,56,103
run294143084_210723160302.raw,120 GeV hardons (mixing Nucleon),301012,183.0MB,W-chip-conf-6.conf,21.07.23,16:03,0,51,56,103
run294143085_210723161757.raw,120 GeV hardons (mixing Nucleon),301275,183.1MB,W-chip-conf-6.conf,21.07.23,16:17,0,51,56,103
run294143086_210723163411.raw,120 GeV hardons (mixing Nucleon),300823,182.9MB,W-chip-conf-6.conf,21.07.23,16:34,0,51,56,103
run294143087_210723164735.raw,120 GeV hardons (mixing Nucleon),301997,183.6MB,W-chip-conf-6.conf,21.07.23,16:47,0,51,56,103
run294143088_210723170149.raw,120 GeV hardons (mixing Nucleon),301899,183.6MB,W-chip-conf-6.conf,21.07.23,17:01,0,51,56,103
run294143089_210723171634.raw,120 GeV hardons (mixing Nucleon),12942,8.0MB,W-chip-conf-6.conf,21.07.23,17:16,0,51,56,103
