RunNumber,BeamType,Nevents,Size,Config,Date,Time,VBB_DUT0,ITHR_DUT0,VCASN_DUT0,THRe_DUT0,VBB_DUT1,ITHR_DUT1,VCASN_DUT1,THRe_DUT1,VBB_DUT2,ITHR_DUT2,VCASN_DUT2,THRe_DUT2,VBB_DUT3,ITHR_DUT3,VCASN_DUT3,THRe_DUT3,VBB_DUT4,ITHR_DUT4,VCASN_DUT4,THRe_DUT4,VBB_DUT5,ITHR_DUT5,VCASN_DUT5,THRe_DUT5
run292123413_210720132328.raw,120 GeV hardons,304067,421.1MB,uITS3g2_conf_3V_ithr_50-13.conf,21.07.20,13:23,-3,50,102,187,-3,50,102,185,-3,50,101,178,-3,50,102,179,-3,50,102,189,-3,50,103,183
run292123414_210720132943.raw,120 GeV hardons,305469,423.1MB,uITS3g2_conf_3V_ithr_50-14.conf,21.07.20,13:29,-3,50,102,187,-3,50,102,185,-3,50,101,178,-3,50,102,179,-3,50,102,189,-3,50,103,183
run292123415_210720133547.raw,120 GeV hardons,308233,426.9MB,uITS3g2_conf_3V_ithr_50-15.conf,21.07.20,13:35,-3,50,102,187,-3,50,101,214,-3,50,100,208,-3,50,101,210,-3,50,102,189,-3,50,102,215
run292123416_210720134202.raw,120 GeV hardons,308657,427.3MB,uITS3g2_conf_3V_ithr_50-16.conf,21.07.20,13:42,-3,50,101,216,-3,50,101,214,-3,50,100,208,-3,50,101,210,-3,50,101,219,-3,50,102,215
run292123417_210720134826.raw,120 GeV hardons,321031,425.1MB,uITS3g2_conf_3V_ithr_50-17.conf,21.07.20,13:48,-3,50,101,216,-3,50,101,214,-3,50,100,208,-3,50,101,210,-3,50,101,219,-3,50,102,215
run292123418_210720170846.raw,120 GeV hardons,308007,426.1MB,uITS3g2_conf_3V_ithr_50-18.conf,21.07.20,17:08,-3,50,101,216,-3,50,101,214,-3,50,99,242,-3,50,100,248,-3,50,101,219,-3,50,102,215
run292123419_210720172151.raw,120 GeV hardons,300798,416.6MB,uITS3g2_conf_3V_ithr_50-19.conf,21.07.20,17:21,-3,50,100,250,-3,50,100,247,-3,50,99,242,-3,50,100,248,-3,50,100,253,-3,50,101,253
run292123420_210720172835.raw,120 GeV hardons,307272,424.1MB,uITS3g2_conf_3V_ithr_50-20.conf,21.07.20,17:28,-3,50,100,250,-3,50,100,247,-3,50,99,242,-3,50,100,248,-3,50,100,253,-3,50,101,253
run292123421_210720175011.raw,120 GeV hardons,306876,423.5MB,uITS3g2_conf_3V_ithr_50-21.conf,21.07.20,17:50,-3,50,100,250,-3,50,100,247,-3,50,99,242,-3,50,100,248,-3,50,100,253,-3,50,101,253
run292123422_210720181217.raw,120 GeV hardons,306489,424.4MB,uITS3g2_conf_3V_ithr_50-22.conf,21.07.20,18:12,-3,50,99,287,-3,50,99,284,-3,50,98,281,-3,50,99,292,-3,50,100,253,-3,50,101,253
run292123423_210720181902.raw,120 GeV hardons,306404,423.7MB,uITS3g2_conf_3V_ithr_50-23.conf,21.07.20,18:19,-3,50,99,287,-3,50,99,284,-3,50,98,281,-3,50,99,292,-3,50,99,290,-3,50,100,298
run292123424_210720183027.raw,120 GeV hardons,257837,356.0MB,uITS3g2_conf_3V_ithr_50-24.conf,21.07.20,18:30,-3,50,99,287,-3,50,99,284,-3,50,98,281,-3,50,99,292,-3,50,99,290,-3,50,100,298
