RunNumber,BeamType,Nevents,Size,Config,Date,Time,VBB_DUT0,ITHR_DUT0,VCASN_DUT0,THRe_DUT0,VBB_DUT1,ITHR_DUT1,VCASN_DUT1,THRe_DUT1,VBB_DUT2,ITHR_DUT2,VCASN_DUT2,THRe_DUT2,VBB_DUT3,ITHR_DUT3,VCASN_DUT3,THRe_DUT3,VBB_DUT4,ITHR_DUT4,VCASN_DUT4,THRe_DUT4,VBB_DUT5,ITHR_DUT5,VCASN_DUT5,THRe_DUT5
run287122712_210718205145.raw,120 GeV hardons,306259,422.1MB,uITS3g2_conf_0V_ithr_50-5.conf,21.07.18,20:51,0,50,55,99,0,50,54,103,0,50,52,101,0,50,53,97,0,50,54,104,0,50,55,103
run287122713_210718205712.raw,120 GeV hardons,301396,415.4MB,uITS3g2_conf_0V_ithr_50-5.conf,21.07.18,20:57,0,50,55,99,0,50,54,103,0,50,52,101,0,50,53,97,0,50,54,104,0,50,55,103
run287122714_210718210246.raw,120 GeV hardons,300982,414.8MB,uITS3g2_conf_0V_ithr_50-5.conf,21.07.18,21:02,0,50,55,99,0,50,54,103,0,50,52,101,0,50,53,97,0,50,54,104,0,50,55,103
run287122715_210718210802.raw,120 GeV hardons,300466,414.1MB,uITS3g2_conf_0V_ithr_50-5.conf,21.07.18,21:08,0,50,55,99,0,50,54,103,0,50,52,101,0,50,53,97,0,50,54,104,0,50,55,103
run287122716_210718211336.raw,120 GeV hardons,306166,422.0MB,uITS3g2_conf_0V_ithr_50-5.conf,21.07.18,21:13,0,50,55,99,0,50,54,103,0,50,52,101,0,50,53,97,0,50,54,104,0,50,55,103
run287122717_210718211910.raw,120 GeV hardons,301266,415.2MB,uITS3g2_conf_0V_ithr_50-5.conf,21.07.18,21:19,0,50,55,99,0,50,54,103,0,50,52,101,0,50,53,97,0,50,54,104,0,50,55,103
run287122718_210718212454.raw,120 GeV hardons,303371,418.1MB,uITS3g2_conf_0V_ithr_50-5.conf,21.07.18,21:24,0,50,55,99,0,50,54,103,0,50,52,101,0,50,53,97,0,50,54,104,0,50,55,103
run287122719_210718213038.raw,120 GeV hardons,147891,202.0MB,uITS3g2_conf_0V_ithr_50-5.conf,21.07.18,21:30,0,50,55,99,0,50,54,103,0,50,52,101,0,50,53,97,0,50,54,104,0,50,55,103
run287234258_210718234304.raw,120 GeV hardons,43,308.9KB,uITS3g2_conf_0V_ithr_50-0.conf,21.07.18,23:43,0,50,66,49,0,50,64,50,0,50,61,50,0,50,61,49,0,50,65,49,0,50,66,50
run287234259_210718234408.raw,120 GeV hardons,33,304.0KB,uITS3g2_conf_0V_ithr_50-1.conf,21.07.18,23:44,0,50,63,58,0,50,61,61,0,50,58,61,0,50,58,62,0,50,62,59,0,50,63,60
run287234260_210718234432.raw,120 GeV hardons,30,301.9KB,uITS3g2_conf_3V_ithr_50-0.conf,21.07.18,23:44,-3,50,118,139,-3,50,117,-695,-3,50,114,108,-3,50,114,19,-3,50,117,223,-3,50,119,189
run287234718_210718234725.raw,120 GeV hardons,30,259.9KB,uITS3g2_conf_0V_ithr_50-0.conf,21.07.18,23:47,0,50,66,49,0,50,64,50,0,50,61,50,0,50,61,49,0,50,65,49,0,50,66,50
run287234825_210718234831.raw,120 GeV hardons,32,303.3KB,uITS3g2_conf_0V_ithr_50-0.conf,21.07.18,23:48,0,50,66,49,0,50,64,50,0,50,61,50,0,50,61,49,0,50,65,49,0,50,66,50
run287234826_210718234855.raw,120 GeV hardons,31,303.1KB,uITS3g2_conf_0V_ithr_50-1.conf,21.07.18,23:48,0,50,63,58,0,50,61,61,0,50,58,61,0,50,58,62,0,50,62,59,0,50,63,60
run287234827_210718234911.raw,120 GeV hardons,38,306.5KB,uITS3g2_conf_3V_ithr_50-0.conf,21.07.18,23:49,-3,50,118,139,-3,50,117,-695,-3,50,114,108,-3,50,114,19,-3,50,117,223,-3,50,119,189
run287234828_210718234955.raw,120 GeV hardons,38,263.9KB,uITS3g2_conf_3V_ithr_50-1.conf,21.07.18,23:49,-3,50,114,109,-3,50,113,-539,-3,50,111,94,-3,50,111,23,-3,50,114,186,-3,50,115,150
run291004712_210719004719.raw,120 GeV hardons,120,137.6KB,uITS3g2_conf_0V_ithr_60-5.conf,21.07.19,0:47,0,60,57,103,0,60,57,98,0,60,54,102,0,60,55,97,0,60,57,99,0,60,58,99
run291004838_210719004844.raw,120 GeV hardons,1954,679.3KB,uITS3g2_conf_0V_ithr_60-5.conf,21.07.19,0:48,0,60,57,103,0,60,57,98,0,60,54,102,0,60,55,97,0,60,57,99,0,60,58,99
run291011306_210719011313.raw,120 GeV hardons,608,328.3KB,uITS3g2_conf_0V_ithr_60-5.conf,21.07.19,1:13,0,60,57,103,0,60,57,98,0,60,54,102,0,60,55,97,0,60,57,99,0,60,58,99
run291012126_210719012132.raw,120 GeV hardons,624,333.0KB,uITS3g2_conf_0V_ithr_60-5.conf,21.07.19,1:21,0,60,57,103,0,60,57,98,0,60,54,102,0,60,55,97,0,60,57,99,0,60,58,99
run291012912_210719012918.raw,120 GeV hardons,310897,412.9MB,uITS3g2_conf_0V_ithr_60-5.conf,21.07.19,1:29,0,60,57,103,0,60,57,98,0,60,54,102,0,60,55,97,0,60,57,99,0,60,58,99
run291012913_210719025452.raw,120 GeV hardons,302331,409.1MB,uITS3g2_conf_0V_ithr_60-5.conf,21.07.19,2:54,0,60,57,103,0,60,57,98,0,60,54,102,0,60,55,97,0,60,57,99,0,60,58,99
run291012914_210719030056.raw,120 GeV hardons,304311,411.7MB,uITS3g2_conf_0V_ithr_60-5.conf,21.07.19,3:00,0,60,57,103,0,60,57,98,0,60,54,102,0,60,55,97,0,60,57,99,0,60,58,99
run291012915_210719030721.raw,120 GeV hardons,301538,408.0MB,uITS3g2_conf_0V_ithr_60-5.conf,21.07.19,3:07,0,60,57,103,0,60,57,98,0,60,54,102,0,60,55,97,0,60,57,99,0,60,58,99
run291012916_210719031335.raw,120 GeV hardons,300797,407.0MB,uITS3g2_conf_0V_ithr_60-5.conf,21.07.19,3:13,0,60,57,103,0,60,57,98,0,60,54,102,0,60,55,97,0,60,57,99,0,60,58,99
run291012917_210719031949.raw,120 GeV hardons,306035,414.1MB,uITS3g2_conf_0V_ithr_60-5.conf,21.07.19,3:19,0,60,57,103,0,60,57,98,0,60,54,102,0,60,55,97,0,60,57,99,0,60,58,99
run291012918_210719032553.raw,120 GeV hardons,305032,412.6MB,uITS3g2_conf_0V_ithr_60-5.conf,21.07.19,3:25,0,60,57,103,0,60,57,98,0,60,54,102,0,60,55,97,0,60,57,99,0,60,58,99
run291012919_210719033247.raw,120 GeV hardons,304634,412.1MB,uITS3g2_conf_0V_ithr_60-5.conf,21.07.19,3:32,0,60,57,103,0,60,57,98,0,60,54,102,0,60,55,97,0,60,57,99,0,60,58,99
run291012920_210719033901.raw,120 GeV hardons,303387,410.3MB,uITS3g2_conf_0V_ithr_60-5.conf,21.07.19,3:39,0,60,57,103,0,60,57,98,0,60,54,102,0,60,55,97,0,60,57,99,0,60,58,99
run291012921_210719034615.raw,120 GeV hardons,303958,411.2MB,uITS3g2_conf_0V_ithr_60-5.conf,21.07.19,3:46,0,60,57,103,0,60,57,98,0,60,54,102,0,60,55,97,0,60,57,99,0,60,58,99
run291012922_210719035310.raw,120 GeV hardons,310126,419.5MB,uITS3g2_conf_0V_ithr_50-5.conf,21.07.19,3:53,0,50,55,99,0,50,54,103,0,50,52,101,0,50,53,97,0,50,54,104,0,50,55,103
run291012923_210719035914.raw,120 GeV hardons,304151,411.4MB,uITS3g2_conf_0V_ithr_50-5.conf,21.07.19,3:59,0,50,55,99,0,50,54,103,0,50,52,101,0,50,53,97,0,50,54,104,0,50,55,103
run291012924_210719040538.raw,120 GeV hardons,306981,415.3MB,uITS3g2_conf_0V_ithr_50-5.conf,21.07.19,4:05,0,50,55,99,0,50,54,103,0,50,52,101,0,50,53,97,0,50,54,104,0,50,55,103
run291121435_210719121441.raw,120 GeV hardons,302272,666.1MB,uITS3g2_conf_0V_ithr_60-5.conf,21.07.19,12:14,0,60,57,103,0,60,57,98,0,60,54,102,0,60,55,97,0,60,57,99,0,60,58,99
run291123257_210719123304.raw,120 GeV hardons,302026,404.1MB,uITS3g2_conf_0V_ithr_60-5.conf,21.07.19,12:33,0,60,57,103,0,60,57,98,0,60,54,102,0,60,55,97,0,60,57,99,0,60,58,99
run291123439_210719123446.raw,120 GeV hardons,132400,177.2MB,uITS3g2_conf_0V_ithr_60-5.conf,21.07.19,12:34,0,60,57,103,0,60,57,98,0,60,54,102,0,60,55,97,0,60,57,99,0,60,58,99
run291123801_210719123807.raw,120 GeV hardons,140896,188.5MB,uITS3g2_conf_0V_ithr_60-5.conf,21.07.19,12:38,0,60,57,103,0,60,57,98,0,60,54,102,0,60,55,97,0,60,57,99,0,60,58,99
run291124336_210719124342.raw,120 GeV hardons,310267,415.1MB,uITS3g2_conf_0V_ithr_60-5.conf,21.07.19,12:43,0,60,57,103,0,60,57,98,0,60,54,102,0,60,55,97,0,60,57,99,0,60,58,99
run291125851_210719125857.raw,120 GeV hardons,251771,336.8MB,uITS3g2_conf_0V_ithr_60-5.conf,21.07.19,12:58,0,60,57,103,0,60,57,98,0,60,54,102,0,60,55,97,0,60,57,99,0,60,58,99
run291130951_210719130957.raw,120 GeV hardons,51097,69.3MB,uITS3g2_conf_0V_ithr_60-5.conf,21.07.19,13:09,0,60,57,103,0,60,57,98,0,60,54,102,0,60,55,97,0,60,57,99,0,60,58,99
run291144605_210719144611.raw,120 GeV hardons,76,190.9KB,uITS3g2_conf_0V_ithr_60-5.conf,21.07.19,14:46,0,60,57,103,0,60,57,98,0,60,54,102,0,60,55,97,0,60,57,99,0,60,58,99
run291164254_210719164301.raw,120 GeV hardons,309976,421.4MB,uITS3g2_conf_0V_ithr_60-5.conf,21.07.19,16:43,0,60,57,103,0,60,57,98,0,60,54,102,0,60,55,97,0,60,57,99,0,60,58,99
run291164255_210719165338.raw,120 GeV hardons,305777,415.9MB,uITS3g2_conf_0V_ithr_60-5.conf,21.07.19,16:53,0,60,57,103,0,60,57,98,0,60,54,102,0,60,55,97,0,60,57,99,0,60,58,99
run291164256_210719170145.raw,120 GeV hardons,305592,415.7MB,uITS3g2_conf_0V_ithr_60-5.conf,21.07.19,17:01,0,60,57,103,0,60,57,98,0,60,54,102,0,60,55,97,0,60,57,99,0,60,58,99
run291164257_210719170931.raw,120 GeV hardons,307682,417.6MB,uITS3g2_conf_0V_ithr_60-5.conf,21.07.19,17:09,0,60,57,103,0,60,57,98,0,60,54,102,0,60,55,97,0,60,57,99,0,60,58,99
run291164258_210719172721.raw,120 GeV hardons,303561,413.1MB,uITS3g2_conf_0V_ithr_60-5.conf,21.07.19,17:27,0,60,57,103,0,60,57,98,0,60,54,102,0,60,55,97,0,60,57,99,0,60,58,99
run291164259_210719173405.raw,120 GeV hardons,303071,412.5MB,uITS3g2_conf_0V_ithr_60-5.conf,21.07.19,17:34,0,60,57,103,0,60,57,98,0,60,54,102,0,60,55,97,0,60,57,99,0,60,58,99
run291164260_210719174101.raw,120 GeV hardons,219425,298.5MB,uITS3g2_conf_0V_ithr_60-5.conf,21.07.19,17:41,0,60,57,103,0,60,57,98,0,60,54,102,0,60,55,97,0,60,57,99,0,60,58,99
run291174931_210719174938.raw,120 GeV hardons,307144,426.8MB,uITS3g2_conf_0V_ithr_60-5.conf,21.07.19,17:49,0,60,57,103,0,60,57,98,0,60,54,102,0,60,55,97,0,60,57,99,0,60,58,99
run291174932_210719175633.raw,120 GeV hardons,302802,420.7MB,uITS3g2_conf_0V_ithr_60-5.conf,21.07.19,17:56,0,60,57,103,0,60,57,98,0,60,54,102,0,60,55,97,0,60,57,99,0,60,58,99
run291174933_210719180407.raw,120 GeV hardons,302366,419.1MB,uITS3g2_conf_0V_ithr_60-5.conf,21.07.19,18:04,0,60,57,103,0,60,57,98,0,60,54,102,0,60,55,97,0,60,57,99,0,60,58,99
run291174934_210719182135.raw,120 GeV hardons,305472,424.4MB,uITS3g2_conf_0V_ithr_60-5.conf,21.07.19,18:21,0,60,57,103,0,60,57,98,0,60,54,102,0,60,55,97,0,60,57,99,0,60,58,99
run291174935_210719182940.raw,120 GeV hardons,308147,423.6MB,uITS3g2_conf_0V_ithr_60-5.conf,21.07.19,18:29,0,60,57,103,0,60,57,98,0,60,54,102,0,60,55,97,0,60,57,99,0,60,58,99
run291174936_210719192258.raw,120 GeV hardons,306794,426.4MB,uITS3g2_conf_0V_ithr_60-5.conf,21.07.19,19:22,0,60,57,103,0,60,57,98,0,60,54,102,0,60,55,97,0,60,57,99,0,60,58,99
run291174937_210719193002.raw,120 GeV hardons,305816,424.2MB,uITS3g2_conf_0V_ithr_60-5.conf,21.07.19,19:30,0,60,57,103,0,60,57,98,0,60,54,102,0,60,55,97,0,60,57,99,0,60,58,99
run291174938_210719194427.raw,120 GeV hardons,308900,428.9MB,uITS3g2_conf_0V_ithr_60-5.conf,21.07.19,19:44,0,60,57,103,0,60,57,98,0,60,54,102,0,60,55,97,0,60,57,99,0,60,58,99
run291174939_210719195511.raw,120 GeV hardons,305468,424.3MB,uITS3g2_conf_0V_ithr_60-5.conf,21.07.19,19:55,0,60,57,103,0,60,57,98,0,60,54,102,0,60,55,97,0,60,57,99,0,60,58,99
run291174940_210719200405.raw,120 GeV hardons,310100,430.9MB,uITS3g2_conf_0V_ithr_60-5.conf,21.07.19,20:04,0,60,57,103,0,60,57,98,0,60,54,102,0,60,55,97,0,60,57,99,0,60,58,99
run291174941_210719201229.raw,120 GeV hardons,307616,427.5MB,uITS3g2_conf_0V_ithr_50-5.conf,21.07.19,20:12,0,50,55,99,0,50,54,103,0,50,52,101,0,50,53,97,0,50,54,104,0,50,55,103
run291174942_210719201908.raw,120 GeV hardons,306042,425.2MB,uITS3g2_conf_0V_ithr_50-5.conf,21.07.19,20:19,0,50,55,99,0,50,54,103,0,50,52,101,0,50,53,97,0,50,54,104,0,50,55,103
run291174943_210719202535.raw,120 GeV hardons,307670,427.3MB,uITS3g2_conf_0V_ithr_50-5.conf,21.07.19,20:25,0,50,55,99,0,50,54,103,0,50,52,101,0,50,53,97,0,50,54,104,0,50,55,103
