RunNumber,BeamType,Nevents,Size,Config,Date,Time,VBB_DUT0,ITHR_DUT0,VCASN_DUT0,THRe_DUT0,VBB_DUT1,ITHR_DUT1,VCASN_DUT1,THRe_DUT1,VBB_DUT2,ITHR_DUT2,VCASN_DUT2,THRe_DUT2,VBB_DUT3,ITHR_DUT3,VCASN_DUT3,THRe_DUT3,VBB_DUT4,ITHR_DUT4,VCASN_DUT4,THRe_DUT4,VBB_DUT5,ITHR_DUT5,VCASN_DUT5,THRe_DUT5
run283010431_210714015812.raw,120 GeV hardons,301643,408.9MB,uITS3g1_conf_0V_ithr_50-4.conf,21.07.14,01:58,0,50,56,101,0,50,60,98,0,50,58,100,0,50,56,97,0,50,57,94,0,50,56,97
run283010432_210714032201.raw,120 GeV hardons,302240,407.2MB,uITS3g1_conf_0V_ithr_50-5.conf,21.07.14,03:22,0,50,55,109,0,50,58,109,0,50,57,106,0,50,55,105,0,50,55,110,0,50,55,105
run283010433_210714052804.raw,120 GeV hardons,302247,406.8MB,uITS3g1_conf_0V_ithr_50-6.conf,21.07.14,05:28,0,50,54,117,0,50,57,116,0,50,55,122,0,50,54,115,0,50,54,120,0,50,54,114
run283010434_210714073932.raw,120 GeV hardons,301188,408.6MB,uITS3g1_conf_0V_ithr_50-7.conf,21.07.14,07:39,0,50,53,127,0,50,55,133,0,50,54,133,0,50,53,126,0,50,54,120,0,50,53,126
run283010435_210714083740.raw,120 GeV hardons,306857,418.9MB,uITS3g1_conf_0V_ithr_50-8.conf,21.07.14,08:37,0,50,52,138,0,50,55,133,0,50,54,133,0,50,52,139,0,50,53,132,0,50,52,138
run283010436_210714084144.raw,120 GeV hardons,304581,415.6MB,uITS3g1_conf_0V_ithr_50-9.conf,21.07.14,08:41,0,50,52,138,0,50,54,144,0,50,53,146,0,50,52,139,0,50,52,145,0,50,52,138
run283010437_210714084547.raw,120 GeV hardons,304700,415.7MB,uITS3g1_conf_0V_ithr_50-10.conf,21.07.14,08:45,0,50,51,153,0,50,53,157,0,50,53,146,0,50,51,153,0,50,51,161,0,50,51,153
run283010438_210714085002.raw,120 GeV hardons,305447,416.6MB,uITS3g1_conf_0V_ithr_50-11.conf,21.07.14,08:50,0,50,50,170,0,50,53,157,0,50,52,161,0,50,50,170,0,50,51,161,0,50,50,171
run283010439_210714085406.raw,120 GeV hardons,306784,418.5MB,uITS3g1_conf_0V_ithr_50-12.conf,21.07.14,08:54,0,50,50,170,0,50,52,172,0,50,51,178,0,50,50,170,0,50,50,179,0,50,50,171
run283010440_210714085810.raw,120 GeV hardons,305824,417.1MB,uITS3g1_conf_0V_ithr_50-13.conf,21.07.14,08:58,0,50,49,192,0,50,51,190,0,50,51,178,0,50,49,189,0,50,50,179,0,50,49,190
run283010441_210714090204.raw,120 GeV hardons,85728,116.4MB,uITS3g1_conf_0V_ithr_50-14.conf,21.07.14,09:02,0,50,49,192,0,50,51,190,0,50,50,198,0,50,49,189,0,50,49,199,0,50,49,190
run283101042_210714101048.raw,120 GeV hardons,308682,422.5MB,uITS3g1_conf_0V_ithr_50-4.conf,21.07.14,10:10,0,50,56,101,0,50,60,98,0,50,58,100,0,50,56,97,0,50,57,94,0,50,56,97
run283101043_210714101643.raw,120 GeV hardons,304923,417.5MB,uITS3g1_conf_0V_ithr_50-4.conf,21.07.14,10:16,0,50,56,101,0,50,60,98,0,50,58,100,0,50,56,97,0,50,57,94,0,50,56,97
run283101044_210714102217.raw,120 GeV hardons,229474,313.8MB,uITS3g1_conf_0V_ithr_50-4.conf,21.07.14,10:22,0,50,56,101,0,50,60,98,0,50,58,100,0,50,56,97,0,50,57,94,0,50,56,97
run283112251_210714112258.raw,120 GeV hardons,309454,419.5MB,uITS3g1_conf_0V_ithr_50-4.conf,21.07.14,11:22,0,50,56,101,0,50,60,98,0,50,58,100,0,50,56,97,0,50,57,94,0,50,56,97
run283112252_210714162933.raw,120 GeV hardons,301290,412.5MB,uITS3g1_conf_0V_ithr_50-4.conf,21.07.14,16:29,0,50,56,101,0,50,60,98,0,50,58,100,0,50,56,97,0,50,57,94,0,50,56,97
run283112253_210714164358.raw,120 GeV hardons,249385,341.5MB,uITS3g1_conf_0V_ithr_50-4.conf,21.07.14,16:43,0,50,56,101,0,50,60,98,0,50,58,100,0,50,56,97,0,50,57,94,0,50,56,97
run283171450_210714171456.raw,120 GeV hardons,4587,6.5MB,uITS3g1_conf_0V_ithr_50-4.conf,21.07.14,17:14,0,50,56,101,0,50,60,98,0,50,58,100,0,50,56,97,0,50,57,94,0,50,56,97
run283171510_210714171516.raw,120 GeV hardons,305449,416.3MB,uITS3g1_conf_0V_ithr_50-4.conf,21.07.14,17:15,0,50,56,101,0,50,60,98,0,50,58,100,0,50,56,97,0,50,57,94,0,50,56,97
run283171511_210714172310.raw,120 GeV hardons,308694,420.8MB,uITS3g1_conf_0V_ithr_50-4.conf,21.07.14,17:23,0,50,56,101,0,50,60,98,0,50,58,100,0,50,56,97,0,50,57,94,0,50,56,97
run283171512_210714173324.raw,120 GeV hardons,308802,421.2MB,uITS3g1_conf_0V_ithr_50-4.conf,21.07.14,17:33,0,50,56,101,0,50,60,98,0,50,58,100,0,50,56,97,0,50,57,94,0,50,56,97
run283171513_210714174639.raw,120 GeV hardons,24610,33.7MB,uITS3g1_conf_0V_ithr_50-4.conf,21.07.14,17:46,0,50,56,101,0,50,60,98,0,50,58,100,0,50,56,97,0,50,57,94,0,50,56,97
run283181800_210714181806.raw,120 GeV hardons,166122,227.0MB,uITS3g1_conf_0V_ithr_50-4.conf,21.07.14,18:18,0,50,56,101,0,50,60,98,0,50,58,100,0,50,56,97,0,50,57,94,0,50,56,97
run283182801_210714182807.raw,120 GeV hardons,121809,165.7MB,uITS3g1_conf_0V_ithr_50-4.conf,21.07.14,18:28,0,50,56,101,0,50,60,98,0,50,58,100,0,50,56,97,0,50,57,94,0,50,56,97
run283183806_210714183813.raw,120 GeV hardons,127366,175.8MB,uITS3g1_conf_0V_ithr_50-4.conf,21.07.14,18:38,0,50,56,101,0,50,60,98,0,50,58,100,0,50,56,97,0,50,57,94,0,50,56,97
run283195301_210714195307.raw,120 GeV hardons,306813,424.4MB,uITS3g1_conf_0V_ithr_50-4.conf,21.07.14,19:53,0,50,56,101,0,50,60,98,0,50,58,100,0,50,56,97,0,50,57,94,0,50,56,97
run283195302_210714200154.raw,120 GeV hardons,108435,150.0MB,uITS3g1_conf_0V_ithr_50-4.conf,21.07.14,20:01,0,50,56,101,0,50,60,98,0,50,58,100,0,50,56,97,0,50,57,94,0,50,56,97
run283202336_210714202343.raw,120 GeV hardons,79220,109.5MB,uITS3g1_conf_0V_ithr_50-4.conf,21.07.14,20:23,0,50,56,101,0,50,60,98,0,50,58,100,0,50,56,97,0,50,57,94,0,50,56,97
run283202706_210714202713.raw,120 GeV hardons,68036,94.1MB,uITS3g1_conf_0V_ithr_50-4.conf,21.07.14,20:27,0,50,56,101,0,50,60,98,0,50,58,100,0,50,56,97,0,50,57,94,0,50,56,97
run283204411_210714204417.raw,120 GeV hardons,5198,7.3MB,uITS3g1_conf_0V_ithr_50-4.conf,21.07.14,20:44,0,50,56,101,0,50,60,98,0,50,58,100,0,50,56,97,0,50,57,94,0,50,56,97
run283205510_210714205516.raw,120 GeV hardons,20568,28.2MB,uITS3g1_conf_0V_ithr_50-4.conf,21.07.14,20:55,0,50,56,101,0,50,60,98,0,50,58,100,0,50,56,97,0,50,57,94,0,50,56,97
run283211419_210714211425.raw,120 GeV hardons,41956,56.6MB,uITS3g1_conf_0V_ithr_50-4.conf,21.07.14,21:14,0,50,56,101,0,50,60,98,0,50,58,100,0,50,56,97,0,50,57,94,0,50,56,97
run283222434_210714222440.raw,120 GeV hardons,306638,424.0MB,uITS3g1_conf_0V_ithr_50-4.conf,21.07.14,22:24,0,50,56,101,0,50,60,98,0,50,58,100,0,50,56,97,0,50,57,94,0,50,56,97
run283222435_210714223725.raw,120 GeV hardons,300461,415.8MB,uITS3g1_conf_0V_ithr_50-4.conf,21.07.14,22:37,0,50,56,101,0,50,60,98,0,50,58,100,0,50,56,97,0,50,57,94,0,50,56,97
run283222436_210714224248.raw,120 GeV hardons,303103,419.3MB,uITS3g1_conf_0V_ithr_50-4.conf,21.07.14,22:42,0,50,56,101,0,50,60,98,0,50,58,100,0,50,56,97,0,50,57,94,0,50,56,97
run283222437_210714225303.raw,120 GeV hardons,306466,423.9MB,uITS3g1_conf_0V_ithr_50-4.conf,21.07.14,22:53,0,50,56,101,0,50,60,98,0,50,58,100,0,50,56,97,0,50,57,94,0,50,56,97
run283222438_210714225917.raw,120 GeV hardons,85726,118.5MB,uITS3g1_conf_0V_ithr_50-4.conf,21.07.14,22:59,0,50,56,101,0,50,60,98,0,50,58,100,0,50,56,97,0,50,57,94,0,50,56,97
run283231410_210714231416.raw,120 GeV hardons,306621,423.9MB,uITS3g1_conf_0V_ithr_50-4.conf,21.07.14,23:14,0,50,56,101,0,50,60,98,0,50,58,100,0,50,56,97,0,50,57,94,0,50,56,97
run283233110_210714233116.raw,120 GeV hardons,115066,158.0MB,uITS3g1_conf_0V_ithr_50-4.conf,21.07.14,23:31,0,50,56,101,0,50,60,98,0,50,58,100,0,50,56,97,0,50,57,94,0,50,56,97
run283233401_210714233407.raw,120 GeV hardons,310128,427.5MB,uITS3g1_conf_0V_ithr_50-4.conf,21.07.14,23:34,0,50,56,101,0,50,60,98,0,50,58,100,0,50,56,97,0,50,57,94,0,50,56,97
run283233402_210714234121.raw,120 GeV hardons,305915,423.1MB,uITS3g1_conf_0V_ithr_50-4.conf,21.07.14,23:41,0,50,56,101,0,50,60,98,0,50,58,100,0,50,56,97,0,50,57,94,0,50,56,97
run283233403_210714234716.raw,120 GeV hardons,27436,38.1MB,uITS3g1_conf_0V_ithr_50-4.conf,21.07.14,23:47,0,50,56,101,0,50,60,98,0,50,58,100,0,50,56,97,0,50,57,94,0,50,56,97
run283235955_210715000001.raw,120 GeV hardons,163893,226.8MB,uITS3g1_conf_0V_ithr_50-4.conf,21.07.15,00:00,0,50,56,101,0,50,60,98,0,50,58,100,0,50,56,97,0,50,57,94,0,50,56,97
run284001041_210715001047.raw,120 GeV hardons,305513,422.6MB,uITS3g1_conf_0V_ithr_50-4.conf,21.07.15,00:10,0,50,56,101,0,50,60,98,0,50,58,100,0,50,56,97,0,50,57,94,0,50,56,97
run284001042_210715002051.raw,120 GeV hardons,149583,207.0MB,uITS3g1_conf_0V_ithr_50-4.conf,21.07.15,00:20,0,50,56,101,0,50,60,98,0,50,58,100,0,50,56,97,0,50,57,94,0,50,56,97
run284014517_210715014523.raw,120 GeV hardons,308792,440.3MB,uITS3g1_conf_0V_ithr_50-0.conf,21.07.15,01:45,0,50,65,60,0,50,70,58,0,50,69,58,0,50,64,59,0,50,64,61,0,50,64,58
run284014518_210715025041.raw,120 GeV hardons,301507,424.2MB,uITS3g1_conf_0V_ithr_50-1.conf,21.07.15,02:50,0,50,62,70,0,50,67,69,0,50,65,70,0,50,61,71,0,50,62,69,0,50,61,69
run284014519_210715025645.raw,120 GeV hardons,310958,434.1MB,uITS3g1_conf_0V_ithr_50-2.conf,21.07.15,02:56,0,50,60,79,0,50,64,80,0,50,63,77,0,50,59,79,0,50,60,78,0,50,59,78
run284014520_210715030228.raw,120 GeV hardons,307064,426.5MB,uITS3g1_conf_0V_ithr_50-3.conf,21.07.15,03:02,0,50,58,89,0,50,62,88,0,50,60,90,0,50,58,85,0,50,58,88,0,50,57,90
run284014521_210715030822.raw,120 GeV hardons,303780,420.4MB,uITS3g1_conf_0V_ithr_50-4.conf,21.07.15,03:08,0,50,56,101,0,50,60,98,0,50,58,100,0,50,56,97,0,50,57,94,0,50,56,97
run284014522_210715031356.raw,120 GeV hardons,312123,431.0MB,uITS3g1_conf_0V_ithr_50-5.conf,21.07.15,03:13,0,50,55,109,0,50,58,109,0,50,57,106,0,50,55,105,0,50,55,110,0,50,55,105
run284014523_210715031931.raw,120 GeV hardons,301465,416.0MB,uITS3g1_conf_0V_ithr_50-6.conf,21.07.15,03:19,0,50,54,117,0,50,57,116,0,50,55,122,0,50,54,115,0,50,54,120,0,50,54,114
run284014524_210715032515.raw,120 GeV hardons,302773,417.6MB,uITS3g1_conf_0V_ithr_50-7.conf,21.07.15,03:25,0,50,53,127,0,50,55,133,0,50,54,133,0,50,53,126,0,50,54,120,0,50,53,126
run284014525_210715033049.raw,120 GeV hardons,303179,418.0MB,uITS3g1_conf_0V_ithr_50-8.conf,21.07.15,03:30,0,50,52,138,0,50,55,133,0,50,54,133,0,50,52,139,0,50,53,132,0,50,52,138
run284014526_210715033633.raw,120 GeV hardons,302444,416.9MB,uITS3g1_conf_0V_ithr_50-9.conf,21.07.15,03:36,0,50,52,138,0,50,54,144,0,50,53,146,0,50,52,139,0,50,52,145,0,50,52,138
run284014527_210715034328.raw,120 GeV hardons,304732,419.9MB,uITS3g1_conf_0V_ithr_50-10.conf,21.07.15,03:43,0,50,51,153,0,50,53,157,0,50,53,146,0,50,51,153,0,50,51,161,0,50,51,153
run284014528_210715034902.raw,120 GeV hardons,305377,420.6MB,uITS3g1_conf_0V_ithr_50-11.conf,21.07.15,03:49,0,50,50,170,0,50,53,157,0,50,52,161,0,50,50,170,0,50,51,161,0,50,50,171
run284014529_210715035517.raw,120 GeV hardons,305227,420.4MB,uITS3g1_conf_0V_ithr_50-12.conf,21.07.15,03:55,0,50,50,170,0,50,52,172,0,50,51,178,0,50,50,170,0,50,50,179,0,50,50,171
run284014530_210715040111.raw,120 GeV hardons,306286,421.7MB,uITS3g1_conf_0V_ithr_50-13.conf,21.07.15,04:01,0,50,49,192,0,50,51,190,0,50,51,178,0,50,49,189,0,50,50,179,0,50,49,190
run284014531_210715040645.raw,120 GeV hardons,306167,421.5MB,uITS3g1_conf_0V_ithr_50-14.conf,21.07.15,04:06,0,50,49,192,0,50,51,190,0,50,50,198,0,50,49,189,0,50,49,199,0,50,49,190
run284014532_210715041230.raw,120 GeV hardons,308966,425.3MB,uITS3g1_conf_0V_ithr_50-15.conf,21.07.15,04:12,0,50,49,192,0,50,50,210,0,50,50,198,0,50,48,211,0,50,49,199,0,50,49,190
run284014533_210715041834.raw,120 GeV hardons,306940,422.5MB,uITS3g1_conf_0V_ithr_50-16.conf,21.07.15,04:18,0,50,48,217,0,50,50,210,0,50,50,198,0,50,48,211,0,50,49,199,0,50,49,190
run284014534_210715042418.raw,120 GeV hardons,304123,418.5MB,uITS3g1_conf_0V_ithr_50-17.conf,21.07.15,04:24,0,50,48,217,0,50,50,210,0,50,49,222,0,50,48,211,0,50,49,199,0,50,48,212
run284014535_210715043003.raw,120 GeV hardons,302992,416.9MB,uITS3g1_conf_0V_ithr_50-18.conf,21.07.15,04:30,0,50,48,217,0,50,49,233,0,50,49,222,0,50,48,211,0,50,48,223,0,50,48,212
run284014536_210715043602.raw,120 GeV hardons,300229,413.1MB,uITS3g1_conf_0V_ithr_50-19.conf,21.07.15,04:36,0,50,47,248,0,50,49,233,0,50,49,222,0,50,47,236,0,50,48,223,0,50,48,212
run284014537_210715044147.raw,120 GeV hardons,311722,428.8MB,uITS3g1_conf_0V_ithr_50-20.conf,21.07.15,04:41,0,50,47,248,0,50,49,233,0,50,48,249,0,50,47,236,0,50,48,223,0,50,48,212
run284014538_210715044731.raw,120 GeV hardons,304757,419.2MB,uITS3g1_conf_0V_ithr_50-21.conf,21.07.15,04:47,0,50,47,248,0,50,48,259,0,50,48,249,0,50,47,236,0,50,48,223,0,50,47,237
run284014539_210715045314.raw,120 GeV hardons,300191,412.8MB,uITS3g1_conf_0V_ithr_50-22.conf,21.07.15,04:53,0,50,46,284,0,50,48,259,0,50,48,249,0,50,47,236,0,50,47,249,0,50,47,237
run284014540_210715045839.raw,120 GeV hardons,304126,418.2MB,uITS3g1_conf_0V_ithr_50-23.conf,21.07.15,04:58,0,50,46,284,0,50,48,259,0,50,48,249,0,50,46,263,0,50,47,249,0,50,47,237
run284014541_210715050433.raw,120 GeV hardons,307117,422.3MB,uITS3g1_conf_0V_ithr_50-24.conf,21.07.15,05:04,0,50,46,284,0,50,47,288,0,50,47,279,0,50,46,263,0,50,47,249,0,50,46,265
run284014542_210715051007.raw,120 GeV hardons,301475,414.3MB,uITS3g1_conf_0V_ithr_50-25.conf,21.07.15,05:10,0,50,45,326,0,50,46,321,0,50,46,314,0,50,45,294,0,50,46,278,0,50,45,296
run284014543_210715051552.raw,120 GeV hardons,300723,413.0MB,uITS3g1_conf_0V_ithr_50-26.conf,21.07.15,05:15,0,50,44,376,0,50,45,358,0,50,45,352,0,50,44,328,0,50,45,311,0,50,44,331
run284080105_210715080111.raw,120 GeV hardons,310710,444.1MB,uITS3g1_conf_0V_ithr_50-0.conf,21.07.15,08:01,0,50,65,60,0,50,70,58,0,50,69,58,0,50,64,59,0,50,64,61,0,50,64,58
run284080106_210715080727.raw,120 GeV hardons,304898,429.0MB,uITS3g1_conf_0V_ithr_50-1.conf,21.07.15,08:07,0,50,62,70,0,50,67,69,0,50,65,70,0,50,61,71,0,50,62,69,0,50,61,69
run284080107_210715081311.raw,120 GeV hardons,303608,423.7MB,uITS3g1_conf_0V_ithr_50-2.conf,21.07.15,08:13,0,50,60,79,0,50,64,80,0,50,63,77,0,50,59,79,0,50,60,78,0,50,59,78
run284080108_210715082417.raw,120 GeV hardons,304571,423.0MB,uITS3g1_conf_0V_ithr_50-3.conf,21.07.15,08:24,0,50,58,89,0,50,62,88,0,50,60,90,0,50,58,85,0,50,58,88,0,50,57,90
run284080109_210715083031.raw,120 GeV hardons,306142,423.6MB,uITS3g1_conf_0V_ithr_50-4.conf,21.07.15,08:30,0,50,56,101,0,50,60,98,0,50,58,100,0,50,56,97,0,50,57,94,0,50,56,97
run284080110_210715083615.raw,120 GeV hardons,308456,425.9MB,uITS3g1_conf_0V_ithr_50-5.conf,21.07.15,08:36,0,50,55,109,0,50,58,109,0,50,57,106,0,50,55,105,0,50,55,110,0,50,55,105
run284080111_210715084149.raw,120 GeV hardons,300477,414.5MB,uITS3g1_conf_0V_ithr_50-6.conf,21.07.15,08:41,0,50,54,117,0,50,57,116,0,50,55,122,0,50,54,115,0,50,54,120,0,50,54,114
run284080112_210715085153.raw,120 GeV hardons,303405,418.5MB,uITS3g1_conf_0V_ithr_50-7.conf,21.07.15,08:51,0,50,53,127,0,50,55,133,0,50,54,133,0,50,53,126,0,50,54,120,0,50,53,126
run284080113_210715085832.raw,120 GeV hardons,40754,56.3MB,uITS3g1_conf_0V_ithr_50-8.conf,21.07.15,08:58,0,50,52,138,0,50,55,133,0,50,54,133,0,50,52,139,0,50,53,132,0,50,52,138
run284150044_210715150050.raw,120 GeV hardons,302038,431.3MB,uITS3g1_conf_0V_ithr_50-0.conf,21.07.15,15:00,0,50,65,60,0,50,70,58,0,50,69,58,0,50,64,59,0,50,64,61,0,50,64,58
run284150045_210715151156.raw,120 GeV hardons,303105,426.1MB,uITS3g1_conf_0V_ithr_50-1.conf,21.07.15,15:11,0,50,62,70,0,50,67,69,0,50,65,70,0,50,61,71,0,50,62,69,0,50,61,69
run284150046_210715151840.raw,120 GeV hardons,303169,422.8MB,uITS3g1_conf_0V_ithr_50-2.conf,21.07.15,15:18,0,50,60,79,0,50,64,80,0,50,63,77,0,50,59,79,0,50,60,78,0,50,59,78
run284150047_210715152704.raw,120 GeV hardons,300677,417.1MB,uITS3g1_conf_0V_ithr_50-3.conf,21.07.15,15:27,0,50,58,89,0,50,62,88,0,50,60,90,0,50,58,85,0,50,58,88,0,50,57,90
run284150048_210715153831.raw,120 GeV hardons,300732,415.8MB,uITS3g1_conf_0V_ithr_50-4.conf,21.07.15,15:38,0,50,56,101,0,50,60,98,0,50,58,100,0,50,56,97,0,50,57,94,0,50,56,97
run284150049_210715154655.raw,120 GeV hardons,304533,420.1MB,uITS3g1_conf_0V_ithr_50-5.conf,21.07.15,15:46,0,50,55,109,0,50,58,109,0,50,57,106,0,50,55,105,0,50,55,110,0,50,55,105
run284150050_210715155520.raw,120 GeV hardons,308321,425.1MB,uITS3g1_conf_0V_ithr_50-6.conf,21.07.15,15:55,0,50,54,117,0,50,57,116,0,50,55,122,0,50,54,115,0,50,54,120,0,50,54,114
run284150051_210715160244.raw,120 GeV hardons,302087,415.9MB,uITS3g1_conf_0V_ithr_50-7.conf,21.07.15,16:02,0,50,53,127,0,50,55,133,0,50,54,133,0,50,53,126,0,50,54,120,0,50,53,126
run284150052_210715163350.raw,120 GeV hardons,303878,417.7MB,uITS3g1_conf_0V_ithr_50-8.conf,21.07.15,16:33,0,50,52,138,0,50,55,133,0,50,54,133,0,50,52,139,0,50,53,132,0,50,52,138
run284150053_210715174929.raw,120 GeV hardons,304306,419.3MB,uITS3g1_conf_0V_ithr_50-9.conf,21.07.15,17:49,0,50,52,138,0,50,54,144,0,50,53,146,0,50,52,139,0,50,52,145,0,50,52,138
run284150054_210715175805.raw,120 GeV hardons,302347,416.3MB,uITS3g1_conf_0V_ithr_50-10.conf,21.07.15,17:58,0,50,51,153,0,50,53,157,0,50,53,146,0,50,51,153,0,50,51,161,0,50,51,153
run284150055_210715180932.raw,120 GeV hardons,310717,427.8MB,uITS3g1_conf_0V_ithr_50-11.conf,21.07.15,18:09,0,50,50,170,0,50,53,157,0,50,52,161,0,50,50,170,0,50,51,161,0,50,50,171
run284150056_210715181816.raw,120 GeV hardons,305431,420.5MB,uITS3g1_conf_0V_ithr_50-12.conf,21.07.15,18:18,0,50,50,170,0,50,52,172,0,50,51,178,0,50,50,170,0,50,50,179,0,50,50,171
run284150057_210715182641.raw,120 GeV hardons,306759,422.1MB,uITS3g1_conf_0V_ithr_50-13.conf,21.07.15,18:26,0,50,49,192,0,50,51,190,0,50,51,178,0,50,49,189,0,50,50,179,0,50,49,190
run284150058_210715183705.raw,120 GeV hardons,302606,416.3MB,uITS3g1_conf_0V_ithr_50-14.conf,21.07.15,18:37,0,50,49,192,0,50,51,190,0,50,50,198,0,50,49,189,0,50,49,199,0,50,49,190
run284150059_210715185153.raw,120 GeV hardons,305710,420.8MB,uITS3g1_conf_0V_ithr_50-15.conf,21.07.15,18:51,0,50,49,192,0,50,50,210,0,50,50,198,0,50,48,211,0,50,49,199,0,50,49,190
run284150060_210715190017.raw,120 GeV hardons,304596,419.2MB,uITS3g1_conf_0V_ithr_50-16.conf,21.07.15,19:00,0,50,48,217,0,50,50,210,0,50,50,198,0,50,48,211,0,50,49,199,0,50,49,190
run284150061_210715191421.raw,120 GeV hardons,308599,424.3MB,uITS3g1_conf_0V_ithr_50-17.conf,21.07.15,19:14,0,50,48,217,0,50,50,210,0,50,49,222,0,50,48,211,0,50,49,199,0,50,48,212
run284150062_210715194638.raw,120 GeV hardons,304365,418.8MB,uITS3g1_conf_0V_ithr_50-18.conf,21.07.15,19:46,0,50,48,217,0,50,49,233,0,50,49,222,0,50,48,211,0,50,48,223,0,50,48,212
run284150063_210715195732.raw,120 GeV hardons,304242,418.6MB,uITS3g1_conf_0V_ithr_50-19.conf,21.07.15,19:57,0,50,47,248,0,50,49,233,0,50,49,222,0,50,47,236,0,50,48,223,0,50,48,212
run284150064_210715200630.raw,120 GeV hardons,309622,425.7MB,uITS3g1_conf_0V_ithr_50-20.conf,21.07.15,20:06,0,50,47,248,0,50,49,233,0,50,48,249,0,50,47,236,0,50,48,223,0,50,48,212
run284150065_210715203626.raw,120 GeV hardons,308262,424.1MB,uITS3g1_conf_0V_ithr_50-21.conf,21.07.15,20:36,0,50,47,248,0,50,48,259,0,50,48,249,0,50,47,236,0,50,48,223,0,50,47,237
run284150066_210715204250.raw,120 GeV hardons,306373,421.4MB,uITS3g1_conf_0V_ithr_50-22.conf,21.07.15,20:42,0,50,46,284,0,50,48,259,0,50,48,249,0,50,47,236,0,50,47,249,0,50,47,237
run284150067_210715204955.raw,120 GeV hardons,306371,421.4MB,uITS3g1_conf_0V_ithr_50-23.conf,21.07.15,20:49,0,50,46,284,0,50,48,259,0,50,48,249,0,50,46,263,0,50,47,249,0,50,47,237
